Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,covid_cases,covid_deaths
Symptoms of Depressive Disorder,By State,pennsylvania,Pennsylvania,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,19.7,16.9,22.8,16.9 - 22.8,19.4-20.7,2564.0,104.0
Symptoms of Depressive Disorder,By State,rhode island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,19.9,13.9,26.9,13.9 - 26.9,19.4-20.7,144.0,2.0
Symptoms of Depressive Disorder,By State,south carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.8,17.3,26.8,17.3 - 26.8,20.8-22.3,773.0,29.0
Symptoms of Depressive Disorder,By State,south dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,15.6,11.6,20.3,11.6 - 20.3,13.2-19.3,73.0,3.0
Symptoms of Depressive Disorder,By State,tennessee,Tennessee,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.6,17.6,26.1,17.6 - 26.1,20.8-22.3,1546.0,43.0
Symptoms of Depressive Disorder,By State,texas,Texas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.7,20.8,26.9,20.8 - 26.9,22.4-31.5,9785.0,182.0
Symptoms of Depressive Disorder,By State,utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.7,17.9,23.7,17.9 - 23.7,19.4-20.7,1948.0,5.0
Symptoms of Depressive Disorder,By State,vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,16.5,11.2,23.0,11.2 - 23.0,13.2-19.3,49.0,0.0
Symptoms of Depressive Disorder,By State,virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.6,16.9,24.7,16.9 - 24.7,19.4-20.7,993.0,62.0
Symptoms of Depressive Disorder,By State,washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.3,19.0,23.8,19.0 - 23.8,20.8-22.3,3608.0,47.0
Symptoms of Depressive Disorder,By State,west virginia,West Virginia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.3,15.8,27.7,15.8 - 27.7,20.8-22.3,574.0,16.0
Symptoms of Depressive Disorder,By State,wisconsin,Wisconsin,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,15.1,11.3,19.4,11.3 - 19.4,13.2-19.3,679.0,41.0
Symptoms of Depressive Disorder,By State,wyoming,Wyoming,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.9,16.4,26.1,16.4 - 26.1,20.8-22.3,429.0,9.0
Symptoms of Anxiety Disorder,National Estimate,united states,United States,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.1,25.2,26.9,25.2 - 26.9,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,18 - 29 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,38.6,36.0,41.3,36.0 - 41.3,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,30 - 39 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,32.3,30.5,34.2,30.5 - 34.2,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,40 - 49 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.6,27.7,31.7,27.7 - 31.7,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,50 - 59 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.9,23.4,26.5,23.4 - 26.5,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,60 - 69 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,18.9,17.6,20.3,17.6 - 20.3,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,70 - 79 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,13.1,11.6,14.8,11.6 - 14.8,,0.0,0.0
Symptoms of Anxiety Disorder,By Age,united states,80 years and above,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,7.6,5.6,9.9,5.6 - 9.9,,0.0,0.0
Symptoms of Anxiety Disorder,By Sex,united states,Male,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.2,21.9,24.5,21.9 - 24.5,,0.0,0.0
Symptoms of Anxiety Disorder,By Sex,united states,Female,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.8,27.8,29.8,27.8 - 29.8,,0.0,0.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.0,28.3,33.8,28.3 - 33.8,,0.0,0.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.6,23.7,25.4,23.7 - 25.4,,0.0,0.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.1,24.5,29.9,24.5 - 29.9,,0.0,0.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,19.2,16.9,21.6,16.9 - 21.6,,0.0,0.0
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,39.7,35.9,43.7,35.9 - 43.7,,0.0,0.0
Symptoms of Anxiety Disorder,By Education,united states,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.1,24.7,33.8,24.7 - 33.8,,0.0,0.0
Symptoms of Anxiety Disorder,By Education,united states,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.7,27.0,30.5,27.0 - 30.5,,0.0,0.0
Symptoms of Anxiety Disorder,By Education,united states,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.4,28.1,30.7,28.1 - 30.7,,0.0,0.0
Symptoms of Anxiety Disorder,By Education,united states,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.2,19.4,21.0,19.4 - 21.0,,0.0,0.0
Symptoms of Anxiety Disorder,By Disability status,united states,With disability,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,54.1,52.0,56.1,52.0 - 56.1,,0.0,0.0
Symptoms of Anxiety Disorder,By Disability status,united states,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.9,21.1,22.8,21.1 - 22.8,,0.0,0.0
Symptoms of Anxiety Disorder,By State,alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.4,20.2,29.1,20.2 - 29.1,22.9-25.1,1476.0,39.0
Symptoms of Anxiety Disorder,By State,alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.1,22.9,31.7,22.9 - 31.7,25.2-28.1,155.0,4.0
Symptoms of Anxiety Disorder,By State,arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.2,23.4,31.2,23.4 - 31.2,25.2-28.1,2971.0,75.0
Symptoms of Anxiety Disorder,By State,arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.4,22.5,34.9,22.5 - 34.9,28.2-35.7,1741.0,31.0
Symptoms of Anxiety Disorder,By State,california,California,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.2,24.6,29.8,24.6 - 29.8,25.2-28.1,6091.0,130.0
Symptoms of Anxiety Disorder,By State,colorado,Colorado,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.9,20.4,27.6,20.4 - 27.6,22.9-25.1,2454.0,50.0
Symptoms of Anxiety Disorder,By State,connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.1,23.5,33.0,23.5 - 33.0,25.2-28.1,299.0,7.0
Symptoms of Anxiety Disorder,By State,delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.4,20.9,32.5,20.9 - 32.5,25.2-28.1,213.0,6.0
Symptoms of Anxiety Disorder,By State,district of columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.4,16.6,29.0,16.6 - 29.0,17.3-22.8,0.0,0.0
Symptoms of Anxiety Disorder,By State,florida,Florida,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.7,27.7,36.0,27.7 - 36.0,28.2-35.7,12032.0,280.0
Symptoms of Anxiety Disorder,By State,georgia,Georgia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.8,21.7,28.2,21.7 - 28.2,22.9-25.1,2540.0,190.0
Symptoms of Anxiety Disorder,By State,hawaii,Hawaii,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.2,18.7,25.9,18.7 - 25.9,17.3-22.8,393.0,3.0
Symptoms of Anxiety Disorder,By State,idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.1,22.2,30.2,22.2 - 30.2,25.2-28.1,626.0,7.0
Symptoms of Anxiety Disorder,By State,illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.5,19.4,25.8,19.4 - 25.8,17.3-22.8,2059.0,119.0
Symptoms of Anxiety Disorder,By State,indiana,Indiana,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.3,20.8,28.1,20.8 - 28.1,22.9-25.1,2366.0,56.0
Symptoms of Anxiety Disorder,By State,iowa,Iowa,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.7,23.8,33.9,23.8 - 33.9,28.2-35.7,574.0,24.0
Symptoms of Anxiety Disorder,By State,kansas,Kansas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,19.9,16.7,23.6,16.7 - 23.6,17.3-22.8,804.0,22.0
Symptoms of Anxiety Disorder,By State,kentucky,Kentucky,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,30.1,23.5,37.3,23.5 - 37.3,28.2-35.7,1254.0,62.0
Symptoms of Anxiety Disorder,By State,louisiana,Louisiana,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.7,26.4,37.5,26.4 - 37.5,28.2-35.7,2130.0,38.0
Symptoms of Anxiety Disorder,By State,maine,Maine,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.6,19.3,30.6,19.3 - 30.6,22.9-25.1,271.0,10.0
Symptoms of Anxiety Disorder,By State,maryland,Maryland,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.9,23.0,31.0,23.0 - 31.0,25.2-28.1,607.0,37.0
Symptoms of Anxiety Disorder,By State,massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.4,19.1,25.9,19.1 - 25.9,17.3-22.8,620.0,36.0
Symptoms of Anxiety Disorder,By State,michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.1,20.5,28.0,20.5 - 28.0,22.9-25.1,1740.0,152.0
Symptoms of Anxiety Disorder,By State,minnesota,Minnesota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.5,18.8,26.6,18.8 - 26.6,17.3-22.8,991.0,5.0
Symptoms of Anxiety Disorder,By State,mississippi,Mississippi,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.7,24.7,39.3,24.7 - 39.3,28.2-35.7,827.0,21.0
Symptoms of Anxiety Disorder,By State,missouri,Missouri,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.9,24.8,33.2,24.8 - 33.2,28.2-35.7,4227.0,55.0
Symptoms of Anxiety Disorder,By State,montana,Montana,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.0,19.5,29.0,19.5 - 29.0,22.9-25.1,430.0,13.0
Symptoms of Anxiety Disorder,By State,nebraska,Nebraska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.8,17.9,26.0,17.9 - 26.0,17.3-22.8,212.0,2.0
Symptoms of Anxiety Disorder,By State,nevada,Nevada,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,30.1,25.9,34.7,25.9 - 34.7,28.2-35.7,1603.0,18.0
Symptoms of Anxiety Disorder,By State,new hampshire,New Hampshire,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,19.1,14.4,24.5,14.4 - 24.5,17.3-22.8,200.0,7.0
Symptoms of Anxiety Disorder,By State,new jersey,New Jersey,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.9,22.3,31.9,22.3 - 31.9,25.2-28.1,1839.0,42.0
Symptoms of Anxiety Disorder,By State,new mexico,New Mexico,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.2,25.8,37.1,25.8 - 37.1,28.2-35.7,645.0,13.0
Symptoms of Anxiety Disorder,By State,new york,New York,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.4,20.8,30.4,20.8 - 30.4,25.2-28.1,1479.0,36.0
Symptoms of Anxiety Disorder,By State,north carolina,North Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.8,19.0,26.8,19.0 - 26.8,17.3-22.8,2738.0,40.0
Symptoms of Anxiety Disorder,By State,north dakota,North Dakota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.1,17.6,31.6,17.6 - 31.6,22.9-25.1,191.0,3.0
Symptoms of Anxiety Disorder,By State,ohio,Ohio,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.4,21.5,29.6,21.5 - 29.6,25.2-28.1,2183.0,66.0
Symptoms of Anxiety Disorder,By State,oklahoma,Oklahoma,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,35.7,30.7,41.0,30.7 - 41.0,28.2-35.7,1052.0,29.0
Symptoms of Anxiety Disorder,By State,oregon,Oregon,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.1,21.8,28.6,21.8 - 28.6,22.9-25.1,1765.0,28.0
Symptoms of Anxiety Disorder,By State,pennsylvania,Pennsylvania,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.9,21.2,28.9,21.2 - 28.9,22.9-25.1,2564.0,104.0
Symptoms of Anxiety Disorder,By State,rhode island,Rhode Island,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.1,21.3,35.8,21.3 - 35.8,25.2-28.1,144.0,2.0
Symptoms of Anxiety Disorder,By State,south carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.0,20.0,30.5,20.0 - 30.5,22.9-25.1,773.0,29.0
Symptoms of Anxiety Disorder,By State,south dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,17.3,12.7,22.8,12.7 - 22.8,17.3-22.8,73.0,3.0
Symptoms of Anxiety Disorder,By State,tennessee,Tennessee,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.8,22.4,31.5,22.4 - 31.5,25.2-28.1,1546.0,43.0
Symptoms of Anxiety Disorder,By State,texas,Texas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.1,23.2,29.1,23.2 - 29.1,25.2-28.1,9785.0,182.0
Symptoms of Anxiety Disorder,By State,utah,Utah,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,26.5,23.2,30.0,23.2 - 30.0,25.2-28.1,1948.0,5.0
Symptoms of Anxiety Disorder,By State,vermont,Vermont,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.9,15.1,27.6,15.1 - 27.6,17.3-22.8,49.0,0.0
Symptoms of Anxiety Disorder,By State,virginia,Virginia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.8,20.0,27.9,20.0 - 27.9,22.9-25.1,993.0,62.0
Symptoms of Anxiety Disorder,By State,washington,Washington,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.8,22.4,27.3,22.4 - 27.3,22.9-25.1,3608.0,47.0
Symptoms of Anxiety Disorder,By State,west virginia,West Virginia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,32.7,26.2,39.8,26.2 - 39.8,28.2-35.7,574.0,16.0
Symptoms of Anxiety Disorder,By State,wisconsin,Wisconsin,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,20.7,17.3,24.4,17.3 - 24.4,17.3-22.8,679.0,41.0
Symptoms of Anxiety Disorder,By State,wyoming,Wyoming,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,21.6,16.6,27.2,16.6 - 27.2,17.3-22.8,429.0,9.0
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,united states,United States,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,30.4,29.5,31.3,29.5 - 31.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,18 - 29 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,45.5,43.0,48.0,43.0 - 48.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,30 - 39 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,37.1,35.4,38.9,35.4 - 38.9,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,40 - 49 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.4,31.4,35.5,31.4 - 35.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,50 - 59 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.8,27.0,30.6,27.0 - 30.6,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,60 - 69 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.7,21.3,24.2,21.3 - 24.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,70 - 79 years,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,16.3,14.6,18.2,14.6 - 18.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,80 years and above,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,9.7,7.7,12.1,7.7 - 12.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Male,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.6,26.3,29.0,26.3 - 29.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Female,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.0,31.8,34.2,31.8 - 34.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,35.8,33.2,38.3,33.2 - 38.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.3,27.4,29.2,27.4 - 29.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,34.3,31.5,37.1,31.5 - 37.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,22.8,20.4,25.4,20.4 - 25.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,45.4,41.3,49.5,41.3 - 49.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Less than a high school diploma,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,35.4,30.7,40.5,30.7 - 40.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.6,31.8,35.5,31.8 - 35.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,34.2,33.0,35.5,33.0 - 35.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,23.1,22.2,24.0,22.2 - 24.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,united states,With disability,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,61.5,59.4,63.6,59.4 - 63.6,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,united states,Without disability,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.8,24.8,26.7,24.8 - 26.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alabama,Alabama,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.5,24.9,34.3,24.9 - 34.3,26.8-29.8,1476.0,39.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alaska,Alaska,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.8,26.6,37.3,26.6 - 37.3,29.9-31.9,155.0,4.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arizona,Arizona,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,32.0,28.3,35.9,28.3 - 35.9,32.0-39.2,2971.0,75.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arkansas,Arkansas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,34.5,28.7,40.7,28.7 - 40.7,32.0-39.2,1741.0,31.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,california,California,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.5,28.6,34.5,28.6 - 34.5,29.9-31.9,6091.0,130.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,colorado,Colorado,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.3,24.9,31.9,24.9 - 31.9,26.8-29.8,2454.0,50.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,connecticut,Connecticut,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,30.6,25.9,35.6,25.9 - 35.6,29.9-31.9,299.0,7.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,delaware,Delaware,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.4,24.6,38.8,24.6 - 38.8,29.9-31.9,213.0,6.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,district of columbia,District of Columbia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.0,18.9,32.0,18.9 - 32.0,21.0-26.7,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,florida,Florida,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,34.0,30.0,38.1,30.0 - 38.1,32.0-39.2,12032.0,280.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,georgia,Georgia,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.6,30.0,37.4,30.0 - 37.4,32.0-39.2,2540.0,190.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,hawaii,Hawaii,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,24.9,21.3,28.8,21.3 - 28.8,21.0-26.7,393.0,3.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.5,25.8,33.3,25.8 - 33.3,26.8-29.8,626.0,7.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.4,26.2,32.9,26.2 - 32.9,26.8-29.8,2059.0,119.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,indiana,Indiana,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,30.2,26.1,34.6,26.1 - 34.6,29.9-31.9,2366.0,56.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,iowa,Iowa,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,32.4,27.1,38.0,27.1 - 38.0,32.0-39.2,574.0,24.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kansas,Kansas,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,25.9,21.5,30.8,21.5 - 30.8,21.0-26.7,804.0,22.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kentucky,Kentucky,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,33.2,26.7,40.2,26.7 - 40.2,32.0-39.2,1254.0,62.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,louisiana,Louisiana,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,36.3,31.1,41.8,31.1 - 41.8,32.0-39.2,2130.0,38.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maine,Maine,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,28.6,23.1,34.6,23.1 - 34.6,26.8-29.8,271.0,10.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maryland,Maryland,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,31.1,27.2,35.1,27.2 - 35.1,29.9-31.9,607.0,37.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,massachusetts,Massachusetts,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.1,23.4,31.0,23.4 - 31.0,26.8-29.8,620.0,36.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,michigan,Michigan,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,27.2,23.6,31.1,23.6 - 31.1,26.8-29.8,1740.0,152.0
